Date,Time,Activity,Category,Productivity,Time Spent (seconds)
2026-04-24,09:46:34,youtube.com,Entertainment,-2,130
2026-04-24,09:48:45,docs.google.com,Reference & Learning,1,40
2026-04-24,09:49:26,slack.com,Communication,0,220
2026-04-24,09:53:07,twitter.com,Social Media,-2,99
2026-04-24,09:54:46,slack.com,Communication,0,231
2026-04-24,09:58:38,slack.com,Communication,0,239
2026-04-24,10:02:38,terminal,Software Development,2,127
2026-04-24,10:04:45,terminal,Software Development,2,55
2026-04-24,10:05:40,youtube.com,Entertainment,-2,93
2026-04-24,10:07:14,mail.google.com,Communication,0,313
2026-04-24,10:12:28,VS Code,Software Development,2,877
2026-04-24,10:27:06,github.com,Software Development,2,590
2026-04-24,10:36:56,terminal,Software Development,2,1243
2026-04-24,10:57:39,VS Code,Software Development,2,540
2026-04-24,11:06:40,VS Code,Software Development,2,1206
2026-04-24,11:26:47,VS Code,Software Development,2,428
2026-04-24,11:33:55,VS Code,Software Development,2,778
2026-04-24,11:46:53,VS Code,Software Development,2,870
2026-04-24,12:01:24,VS Code,Software Development,2,1186
2026-04-24,12:21:11,terminal,Software Development,2,369
2026-04-24,12:27:20,VS Code,Software Development,2,447
2026-04-24,12:34:48,VS Code,Software Development,2,1425
2026-04-24,12:58:33,VS Code,Software Development,2,826
2026-04-24,13:12:20,VS Code,Software Development,2,605
2026-04-24,13:22:25,stackoverflow.com,Reference & Learning,1,1393
2026-04-24,13:45:39,VS Code,Software Development,2,1090
2026-04-24,14:03:49,VS Code,Software Development,2,1150
2026-04-24,14:23:00,VS Code,Software Development,2,1233
2026-04-24,14:43:34,github.com,Software Development,2,370
2026-04-24,14:49:44,VS Code,Software Development,2,809
2026-04-24,15:03:14,VS Code,Software Development,2,1104
2026-04-24,15:21:39,terminal,Software Development,2,1490
2026-04-24,20:16:59,github.com,Software Development,2,191
2026-04-24,20:20:11,github.com,Software Development,2,219
2026-04-24,20:23:50,youtube.com,Entertainment,-2,288
2026-04-24,20:28:39,twitter.com,Social Media,-2,223
2026-04-24,20:32:22,github.com,Software Development,2,173
2026-04-24,20:35:16,twitter.com,Social Media,-2,118
2026-04-24,20:37:14,terminal,Software Development,2,82
2026-04-24,20:38:36,github.com,Software Development,2,52
2026-04-24,20:39:29,docs.google.com,Reference & Learning,1,57
2026-04-24,20:40:26,docs.google.com,Reference & Learning,1,288
2026-04-24,20:45:15,stackoverflow.com,Reference & Learning,1,68
2026-04-24,20:46:24,slack.com,Communication,0,296
2026-04-24,20:51:20,mail.google.com,Communication,0,111
2026-04-24,20:53:12,mail.google.com,Communication,0,275
2026-04-24,20:57:47,docs.google.com,Reference & Learning,1,236
2026-04-24,21:01:43,slack.com,Communication,0,54
2026-04-24,21:02:37,stackoverflow.com,Reference & Learning,1,52
2026-04-24,21:03:30,docs.google.com,Reference & Learning,1,266
2026-04-24,21:07:56,VS Code,Software Development,2,94
2026-04-24,21:09:31,docs.google.com,Reference & Learning,1,299
2026-04-24,21:14:30,terminal,Software Development,2,200
2026-04-24,21:17:51,terminal,Software Development,2,143
2026-04-24,21:20:14,docs.google.com,Reference & Learning,1,75
2026-04-24,21:21:30,twitter.com,Social Media,-2,156
2026-04-24,21:24:07,github.com,Software Development,2,235
2026-04-24,21:28:02,slack.com,Communication,0,99
2026-04-24,21:29:42,docs.google.com,Reference & Learning,1,198
2026-04-24,21:33:01,terminal,Software Development,2,203
2026-04-24,21:36:24,terminal,Software Development,2,305
2026-04-24,21:41:30,docs.google.com,Reference & Learning,1,307
2026-04-24,21:46:38,docs.google.com,Reference & Learning,1,137
2026-04-24,21:48:55,stackoverflow.com,Reference & Learning,1,165
2026-04-24,21:51:40,mail.google.com,Communication,0,117
2026-04-24,21:53:38,twitter.com,Social Media,-2,282
2026-04-24,21:58:20,stackoverflow.com,Reference & Learning,1,67
2026-04-24,21:59:28,twitter.com,Social Media,-2,196
2026-04-24,22:02:45,terminal,Software Development,2,44
2026-04-24,22:03:30,slack.com,Communication,0,131
2026-04-24,22:05:41,twitter.com,Social Media,-2,116
2026-04-24,22:07:37,twitter.com,Social Media,-2,66
2026-04-24,22:08:44,VS Code,Software Development,2,234
2026-04-24,22:12:39,slack.com,Communication,0,137
2026-04-24,22:14:56,VS Code,Software Development,2,99
2026-04-24,22:16:36,slack.com,Communication,0,219
2026-04-24,22:20:15,github.com,Software Development,2,111
2026-04-24,22:22:07,slack.com,Communication,0,103
2026-04-24,22:23:51,VS Code,Software Development,2,123
2026-04-24,22:25:54,terminal,Software Development,2,61
2026-04-24,22:26:56,terminal,Software Development,2,186
2026-04-24,22:30:02,stackoverflow.com,Reference & Learning,1,230
2026-04-24,22:33:53,twitter.com,Social Media,-2,118
2026-04-24,22:35:51,stackoverflow.com,Reference & Learning,1,101
2026-04-24,22:37:32,docs.google.com,Reference & Learning,1,240
2026-04-24,22:41:33,VS Code,Software Development,2,252
2026-04-24,22:45:46,terminal,Software Development,2,416
2026-04-24,22:52:42,VS Code,Software Development,2,370
2026-04-24,22:58:53,VS Code,Software Development,2,672
2026-04-24,23:10:05,VS Code,Software Development,2,1279
2026-04-24,23:31:25,VS Code,Software Development,2,1418
2026-04-24,23:55:04,VS Code,Software Development,2,1468
2026-04-25,00:19:32,VS Code,Software Development,2,354
2026-04-25,00:25:27,github.com,Software Development,2,1218
2026-04-25,00:45:46,VS Code,Software Development,2,378
2026-04-25,00:52:04,VS Code,Software Development,2,417
2026-04-25,00:59:01,VS Code,Software Development,2,981
2026-04-25,01:15:23,VS Code,Software Development,2,1083
2026-04-25,01:33:26,VS Code,Software Development,2,1142
2026-04-25,01:52:29,VS Code,Software Development,2,454
2026-04-25,02:00:03,VS Code,Software Development,2,830
2026-04-25,02:13:54,VS Code,Software Development,2,654
2026-04-25,02:24:49,github.com,Software Development,2,1076
2026-04-25,02:42:45,VS Code,Software Development,2,744
2026-04-25,02:55:10,VS Code,Software Development,2,1178
2026-04-25,03:14:48,VS Code,Software Development,2,369
2026-04-25,03:20:58,VS Code,Software Development,2,1261
2026-04-25,03:41:59,VS Code,Software Development,2,353
2026-04-25,03:47:53,VS Code,Software Development,2,938
2026-04-25,04:03:31,VS Code,Software Development,2,1167
2026-04-25,04:22:59,stackoverflow.com,Reference & Learning,1,356
2026-04-25,04:28:55,VS Code,Software Development,2,1251
2026-04-25,04:49:46,VS Code,Software Development,2,1124
2026-04-25,05:08:31,github.com,Software Development,2,644
2026-04-25,05:19:16,VS Code,Software Development,2,1410
2026-04-25,05:42:47,terminal,Software Development,2,982
2026-04-25,05:59:09,github.com,Software Development,2,786
2026-04-25,06:12:15,VS Code,Software Development,2,359
2026-04-25,06:18:15,terminal,Software Development,2,1014
2026-04-25,06:35:09,VS Code,Software Development,2,1320
2026-04-25,06:57:10,terminal,Software Development,2,582
2026-04-25,07:06:52,VS Code,Software Development,2,675
2026-04-25,07:18:08,terminal,Software Development,2,1115
2026-04-25,07:36:43,VS Code,Software Development,2,479
2026-04-25,07:44:43,VS Code,Software Development,2,1159
2026-04-25,08:04:03,VS Code,Software Development,2,842
2026-04-25,08:18:06,VS Code,Software Development,2,739
2026-04-25,08:30:25,terminal,Software Development,2,833
2026-04-25,08:44:19,VS Code,Software Development,2,1129
2026-04-25,09:03:09,VS Code,Software Development,2,841
2026-04-25,09:17:10,VS Code,Software Development,2,1118
2026-04-25,09:35:48,VS Code,Software Development,2,871
2026-04-25,09:50:20,slack.com,Communication,0,738
2026-04-25,10:02:39,VS Code,Software Development,2,316
2026-04-25,10:07:55,stackoverflow.com,Reference & Learning,1,1419
2026-04-25,10:31:35,VS Code,Software Development,2,498
2026-04-25,10:39:54,VS Code,Software Development,2,803
2026-04-25,10:53:17,VS Code,Software Development,2,749
2026-04-25,11:05:47,VS Code,Software Development,2,670
2026-04-25,11:16:58,VS Code,Software Development,2,862
2026-04-25,11:31:20,terminal,Software Development,2,478
2026-04-25,11:39:19,VS Code,Software Development,2,505
2026-04-25,11:47:44,VS Code,Software Development,2,1038
2026-04-25,12:05:02,VS Code,Software Development,2,661
2026-04-25,12:16:04,VS Code,Software Development,2,1027
2026-04-25,12:33:11,stackoverflow.com,Reference & Learning,1,1056
2026-04-25,12:50:48,terminal,Software Development,2,1478
2026-04-25,13:15:26,terminal,Software Development,2,822
2026-04-25,13:29:09,VS Code,Software Development,2,921
2026-04-25,13:44:31,mail.google.com,Communication,0,963
2026-04-25,14:00:35,github.com,Software Development,2,1241
2026-04-25,14:21:16,VS Code,Software Development,2,439
2026-04-25,14:28:36,VS Code,Software Development,2,991
2026-04-25,14:45:07,VS Code,Software Development,2,813
2026-04-25,14:58:41,terminal,Software Development,2,762
2026-04-25,15:11:24,terminal,Software Development,2,734
2026-04-25,15:23:38,github.com,Software Development,2,791
2026-04-25,15:36:49,VS Code,Software Development,2,1134
2026-04-25,15:55:44,VS Code,Software Development,2,705
2026-04-25,16:07:29,VS Code,Software Development,2,362
2026-04-25,16:13:32,github.com,Software Development,2,998
2026-04-25,16:30:10,github.com,Software Development,2,1356
2026-04-25,16:52:47,github.com,Software Development,2,319
2026-04-25,16:58:07,github.com,Software Development,2,1330
2026-04-25,17:20:17,VS Code,Software Development,2,829
2026-04-25,17:34:06,terminal,Software Development,2,404
2026-04-25,17:40:50,VS Code,Software Development,2,895
2026-04-25,17:55:45,VS Code,Software Development,2,976
2026-04-25,18:12:02,VS Code,Software Development,2,1011
2026-04-25,18:28:54,github.com,Software Development,2,1426
2026-04-25,18:52:41,VS Code,Software Development,2,307
2026-04-25,18:57:48,VS Code,Software Development,2,874
2026-04-25,19:12:22,github.com,Software Development,2,894
2026-04-25,19:27:17,github.com,Software Development,2,1163
2026-04-25,19:46:41,VS Code,Software Development,2,1233
2026-04-25,20:07:14,VS Code,Software Development,2,875
2026-04-25,20:21:50,VS Code,Software Development,2,360
2026-04-25,20:27:51,github.com,Software Development,2,335
2026-04-25,20:33:27,VS Code,Software Development,2,1339
2026-04-25,20:55:46,VS Code,Software Development,2,1403
2026-04-25,21:19:10,VS Code,Software Development,2,775
2026-04-25,21:32:05,github.com,Software Development,2,1477
2026-04-25,21:56:43,terminal,Software Development,2,447
2026-04-25,22:04:11,VS Code,Software Development,2,947
2026-04-25,22:19:58,VS Code,Software Development,2,962
2026-04-25,22:36:00,VS Code,Software Development,2,330
2026-04-25,22:41:31,VS Code,Software Development,2,1154
2026-04-25,23:00:45,VS Code,Software Development,2,338
2026-04-25,23:06:24,slack.com,Communication,0,836
2026-04-25,23:20:20,terminal,Software Development,2,1067
2026-04-25,23:38:08,terminal,Software Development,2,668
2026-04-25,23:49:16,VS Code,Software Development,2,988
2026-04-26,00:05:45,VS Code,Software Development,2,903
2026-04-26,00:20:48,VS Code,Software Development,2,887
2026-04-26,00:35:36,VS Code,Software Development,2,1034
2026-04-26,00:52:50,VS Code,Software Development,2,1312
2026-04-26,01:14:42,terminal,Software Development,2,1018
2026-04-26,01:31:41,VS Code,Software Development,2,688
2026-04-26,01:43:09,terminal,Software Development,2,425
2026-04-26,01:50:15,terminal,Software Development,2,437
2026-04-26,01:57:32,VS Code,Software Development,2,762
2026-04-26,02:10:15,VS Code,Software Development,2,950
2026-04-26,02:26:05,VS Code,Software Development,2,1468
2026-04-26,14:26:52,VS Code,Software Development,2,312
2026-04-26,14:32:04,terminal,Software Development,2,202
2026-04-26,14:35:27,twitter.com,Social Media,-2,137
2026-04-26,14:37:44,stackoverflow.com,Reference & Learning,1,277
2026-04-26,14:42:22,twitter.com,Social Media,-2,247
2026-04-26,14:46:29,VS Code,Software Development,2,190
2026-04-26,14:49:40,VS Code,Software Development,2,73
2026-04-26,14:50:54,mail.google.com,Communication,0,218
2026-04-26,14:54:32,github.com,Software Development,2,38
2026-04-26,14:55:10,docs.google.com,Reference & Learning,1,51
2026-04-26,14:56:02,stackoverflow.com,Reference & Learning,1,146
2026-04-26,14:58:29,youtube.com,Entertainment,-2,152
2026-04-26,15:01:02,twitter.com,Social Media,-2,235
2026-04-26,15:04:57,mail.google.com,Communication,0,67
2026-04-26,15:06:05,youtube.com,Entertainment,-2,218
2026-04-26,15:09:43,VS Code,Software Development,2,164
2026-04-26,15:12:27,twitter.com,Social Media,-2,265
2026-04-26,15:16:52,VS Code,Software Development,2,148
2026-04-26,15:19:21,github.com,Software Development,2,42
2026-04-26,15:20:04,mail.google.com,Communication,0,248
2026-04-26,15:24:12,mail.google.com,Communication,0,79
2026-04-26,15:25:32,docs.google.com,Reference & Learning,1,272
2026-04-26,15:30:04,github.com,Software Development,2,184
2026-04-26,15:33:08,docs.google.com,Reference & Learning,1,71
2026-04-26,15:34:19,github.com,Software Development,2,307
2026-04-26,15:39:27,twitter.com,Social Media,-2,189
2026-04-26,15:42:37,github.com,Software Development,2,109
2026-04-26,15:44:26,youtube.com,Entertainment,-2,306
2026-04-26,15:49:33,youtube.com,Entertainment,-2,184
2026-04-26,15:52:38,mail.google.com,Communication,0,306
2026-04-26,15:57:45,mail.google.com,Communication,0,233
2026-04-26,16:01:38,mail.google.com,Communication,0,282
2026-04-26,16:06:21,terminal,Software Development,2,280
2026-04-26,16:11:01,twitter.com,Social Media,-2,155
2026-04-26,16:13:37,github.com,Software Development,2,152
2026-04-26,16:16:10,VS Code,Software Development,2,82
2026-04-26,16:17:32,twitter.com,Social Media,-2,282
2026-04-26,16:22:15,docs.google.com,Reference & Learning,1,47
2026-04-26,16:23:02,mail.google.com,Communication,0,83
2026-04-26,16:24:25,stackoverflow.com,Reference & Learning,1,56
2026-04-26,16:25:21,mail.google.com,Communication,0,132
2026-04-26,16:27:34,terminal,Software Development,2,251
2026-04-26,16:31:45,github.com,Software Development,2,155
2026-04-26,16:34:21,VS Code,Software Development,2,152
2026-04-26,16:36:53,mail.google.com,Communication,0,206
2026-04-26,16:40:20,youtube.com,Entertainment,-2,33
2026-04-26,16:40:53,youtube.com,Entertainment,-2,30
2026-04-26,16:41:24,VS Code,Software Development,2,171
2026-04-26,16:44:15,docs.google.com,Reference & Learning,1,143
2026-04-26,16:46:39,mail.google.com,Communication,0,60
2026-04-26,16:47:40,docs.google.com,Reference & Learning,1,196
2026-04-26,16:50:56,docs.google.com,Reference & Learning,1,250
2026-04-26,16:55:07,twitter.com,Social Media,-2,105
2026-04-26,16:56:52,terminal,Software Development,2,51
2026-04-26,16:57:44,terminal,Software Development,2,297
2026-04-26,17:02:41,youtube.com,Entertainment,-2,160
2026-04-26,17:05:21,VS Code,Software Development,2,313
2026-04-26,17:10:35,VS Code,Software Development,2,243
2026-04-26,17:14:38,github.com,Software Development,2,203
2026-04-26,17:18:02,terminal,Software Development,2,35
2026-04-26,17:18:37,VS Code,Software Development,2,967
2026-04-26,17:34:44,VS Code,Software Development,2,1383
2026-04-26,17:57:48,slack.com,Communication,0,957
2026-04-26,18:13:46,terminal,Software Development,2,753
2026-04-26,18:26:20,VS Code,Software Development,2,1489
2026-04-26,18:51:09,VS Code,Software Development,2,1373
2026-04-26,19:14:02,github.com,Software Development,2,665
2026-04-26,19:25:07,docs.google.com,Reference & Learning,1,768
2026-04-26,19:37:55,VS Code,Software Development,2,1447
2026-04-26,20:02:03,VS Code,Software Development,2,1473
2026-04-26,20:26:36,github.com,Software Development,2,814
2026-04-26,20:40:11,VS Code,Software Development,2,624
2026-04-26,20:50:36,VS Code,Software Development,2,1467
2026-04-26,21:15:03,VS Code,Software Development,2,1153
2026-04-26,21:34:16,VS Code,Software Development,2,732
2026-04-26,21:46:29,VS Code,Software Development,2,563
2026-04-26,21:55:52,VS Code,Software Development,2,1381
2026-04-26,22:18:54,docs.google.com,Reference & Learning,1,1041
2026-04-26,22:36:15,VS Code,Software Development,2,329
2026-04-26,22:41:45,VS Code,Software Development,2,1133
2026-04-26,23:00:38,VS Code,Software Development,2,1286
2026-04-26,23:22:04,slack.com,Communication,0,1131
2026-04-26,23:40:56,VS Code,Software Development,2,1263
2026-04-27,00:02:00,terminal,Software Development,2,1116
2026-04-27,00:20:36,VS Code,Software Development,2,589
2026-04-27,00:30:26,github.com,Software Development,2,762
2026-04-27,00:43:08,VS Code,Software Development,2,511
2026-04-27,00:51:40,slack.com,Communication,0,377
2026-04-27,00:57:58,slack.com,Communication,0,1174
2026-04-27,01:17:33,terminal,Software Development,2,419
2026-04-27,01:24:32,VS Code,Software Development,2,1024
2026-04-27,01:41:36,VS Code,Software Development,2,953
2026-04-27,01:57:29,VS Code,Software Development,2,530
2026-04-27,02:06:20,VS Code,Software Development,2,1453
2026-04-27,02:30:34,VS Code,Software Development,2,844
2026-04-27,02:44:39,terminal,Software Development,2,576
2026-04-27,02:54:16,VS Code,Software Development,2,617
2026-04-27,03:04:33,github.com,Software Development,2,616
2026-04-27,03:14:49,github.com,Software Development,2,1182
2026-04-27,03:34:32,VS Code,Software Development,2,742
2026-04-27,03:46:54,github.com,Software Development,2,832
2026-04-27,04:00:46,slack.com,Communication,0,763
2026-04-27,04:13:30,VS Code,Software Development,2,857
2026-04-27,04:27:47,VS Code,Software Development,2,787
2026-04-27,04:40:55,github.com,Software Development,2,706
2026-04-27,04:52:42,VS Code,Software Development,2,398
2026-04-27,04:59:20,stackoverflow.com,Reference & Learning,1,205
2026-04-27,05:02:45,VS Code,Software Development,2,49
2026-04-27,05:03:34,twitter.com,Social Media,-2,316
2026-04-27,05:08:51,github.com,Software Development,2,154
2026-04-27,05:11:26,docs.google.com,Reference & Learning,1,180
2026-04-27,05:14:26,youtube.com,Entertainment,-2,128
2026-04-27,05:16:34,VS Code,Software Development,2,287
2026-04-27,05:21:21,terminal,Software Development,2,75
2026-04-27,05:22:37,youtube.com,Entertainment,-2,177
2026-04-27,05:25:34,docs.google.com,Reference & Learning,1,39
2026-04-27,05:26:14,github.com,Software Development,2,278
2026-04-27,05:30:52,twitter.com,Social Media,-2,232
2026-04-27,05:34:45,terminal,Software Development,2,298
2026-04-27,05:39:43,twitter.com,Social Media,-2,307
2026-04-27,05:44:51,mail.google.com,Communication,0,106
2026-04-27,05:46:38,terminal,Software Development,2,115
2026-04-27,05:48:33,stackoverflow.com,Reference & Learning,1,290
2026-04-27,05:53:24,mail.google.com,Communication,0,192
2026-04-27,05:56:37,github.com,Software Development,2,293
2026-04-27,06:01:30,VS Code,Software Development,2,302
2026-04-27,06:06:33,docs.google.com,Reference & Learning,1,178
2026-04-27,06:09:31,VS Code,Software Development,2,224
2026-04-27,06:13:15,terminal,Software Development,2,307
2026-04-27,06:18:23,slack.com,Communication,0,169
2026-04-27,06:21:13,terminal,Software Development,2,107
2026-04-27,06:23:00,github.com,Software Development,2,293
2026-04-27,06:27:54,VS Code,Software Development,2,183
2026-04-27,06:30:57,github.com,Software Development,2,70
2026-04-27,06:32:08,slack.com,Communication,0,112
2026-04-27,06:34:01,terminal,Software Development,2,114
2026-04-27,06:35:56,terminal,Software Development,2,158
2026-04-27,06:38:34,youtube.com,Entertainment,-2,239
2026-04-27,06:42:34,twitter.com,Social Media,-2,53
2026-04-27,06:43:27,docs.google.com,Reference & Learning,1,60
2026-04-27,06:44:27,terminal,Software Development,2,175
2026-04-27,06:47:23,github.com,Software Development,2,106
2026-04-27,06:49:09,docs.google.com,Reference & Learning,1,135
2026-04-27,06:51:25,VS Code,Software Development,2,115
2026-04-27,06:53:21,mail.google.com,Communication,0,279
2026-04-27,06:58:00,mail.google.com,Communication,0,84
2026-04-27,15:05:01,youtube.com,Entertainment,-2,192
2026-04-27,15:08:13,docs.google.com,Reference & Learning,1,260
2026-04-27,15:12:34,youtube.com,Entertainment,-2,36
2026-04-27,15:13:10,slack.com,Communication,0,179
2026-04-27,15:16:09,slack.com,Communication,0,326
2026-04-27,15:21:36,youtube.com,Entertainment,-2,263
2026-04-27,15:26:00,twitter.com,Social Media,-2,205
2026-04-27,15:29:25,terminal,Software Development,2,316
2026-04-27,15:34:41,github.com,Software Development,2,170
2026-04-27,15:37:32,mail.google.com,Communication,0,294
2026-04-27,15:42:26,VS Code,Software Development,2,79
2026-04-27,15:43:45,twitter.com,Social Media,-2,265
2026-04-27,15:48:11,github.com,Software Development,2,266
2026-04-27,15:52:37,slack.com,Communication,0,311
2026-04-27,15:57:49,VS Code,Software Development,2,67
2026-04-27,15:58:57,mail.google.com,Communication,0,202
2026-04-27,16:02:19,twitter.com,Social Media,-2,41
2026-04-27,16:03:00,docs.google.com,Reference & Learning,1,285
2026-04-27,16:07:46,twitter.com,Social Media,-2,53
2026-04-27,16:08:40,twitter.com,Social Media,-2,211
2026-04-27,16:12:11,stackoverflow.com,Reference & Learning,1,267
2026-04-27,16:16:39,twitter.com,Social Media,-2,271
2026-04-27,16:21:11,github.com,Software Development,2,117
2026-04-27,16:23:09,stackoverflow.com,Reference & Learning,1,296
2026-04-27,16:28:05,twitter.com,Social Media,-2,242
2026-04-27,16:32:08,VS Code,Software Development,2,702
2026-04-27,16:43:50,VS Code,Software Development,2,930
2026-04-27,16:59:20,slack.com,Communication,0,777
2026-04-27,17:12:18,VS Code,Software Development,2,1322
2026-04-27,17:34:20,VS Code,Software Development,2,658
2026-04-27,17:45:19,VS Code,Software Development,2,793
2026-04-27,17:58:33,VS Code,Software Development,2,1274
2026-04-27,18:19:47,VS Code,Software Development,2,1316
2026-04-27,18:41:44,VS Code,Software Development,2,328
2026-04-27,18:47:13,VS Code,Software Development,2,876
2026-04-27,19:01:49,VS Code,Software Development,2,1459
2026-04-27,19:26:09,VS Code,Software Development,2,1254
2026-04-27,19:47:03,terminal,Software Development,2,866
2026-04-27,20:01:30,terminal,Software Development,2,285
2026-04-27,20:06:15,terminal,Software Development,2,99
2026-04-27,20:07:54,terminal,Software Development,2,190
2026-04-27,20:11:05,docs.google.com,Reference & Learning,1,250
2026-04-27,20:15:15,terminal,Software Development,2,225
2026-04-27,20:19:01,mail.google.com,Communication,0,228
2026-04-27,20:22:49,mail.google.com,Communication,0,38
2026-04-27,20:23:28,mail.google.com,Communication,0,113
2026-04-27,20:25:21,github.com,Software Development,2,289
2026-04-27,20:30:11,github.com,Software Development,2,257
2026-04-27,20:34:28,github.com,Software Development,2,327
2026-04-27,20:39:56,stackoverflow.com,Reference & Learning,1,89
2026-04-27,20:41:25,docs.google.com,Reference & Learning,1,157
2026-04-27,20:44:02,docs.google.com,Reference & Learning,1,163
2026-04-27,20:46:46,terminal,Software Development,2,299
2026-04-27,20:51:45,VS Code,Software Development,2,324
2026-04-27,20:57:10,docs.google.com,Reference & Learning,1,65
2026-04-27,20:58:16,stackoverflow.com,Reference & Learning,1,124
2026-04-27,21:00:20,youtube.com,Entertainment,-2,274
2026-04-27,21:04:55,twitter.com,Social Media,-2,228
2026-04-27,21:08:43,terminal,Software Development,2,284
2026-04-27,21:13:28,docs.google.com,Reference & Learning,1,55
2026-04-27,21:14:24,twitter.com,Social Media,-2,125
2026-04-27,21:16:30,slack.com,Communication,0,69
2026-04-27,21:17:39,docs.google.com,Reference & Learning,1,139
2026-04-27,21:19:59,slack.com,Communication,0,82
2026-04-27,21:21:22,terminal,Software Development,2,211
2026-04-27,21:24:54,stackoverflow.com,Reference & Learning,1,309
2026-04-27,21:30:03,stackoverflow.com,Reference & Learning,1,103
2026-04-27,21:31:47,VS Code,Software Development,2,271
2026-04-27,21:36:19,slack.com,Communication,0,170
2026-04-27,21:39:09,terminal,Software Development,2,275
2026-04-27,21:43:45,twitter.com,Social Media,-2,51
2026-04-27,21:44:36,docs.google.com,Reference & Learning,1,37
2026-04-27,21:45:14,slack.com,Communication,0,300
2026-04-27,21:50:14,VS Code,Software Development,2,587
2026-04-27,22:00:01,github.com,Software Development,2,1303
2026-04-27,22:21:45,VS Code,Software Development,2,1025
2026-04-27,22:38:50,VS Code,Software Development,2,1352
2026-04-27,23:01:22,VS Code,Software Development,2,461
2026-04-27,23:09:04,github.com,Software Development,2,701
2026-04-27,23:20:45,VS Code,Software Development,2,329
2026-04-27,23:26:15,slack.com,Communication,0,402
2026-04-27,23:32:57,twitter.com,Social Media,-2,870
2026-04-27,23:47:27,VS Code,Software Development,2,866
2026-04-28,00:01:54,VS Code,Software Development,2,1456
2026-04-28,00:26:10,terminal,Software Development,2,703
2026-04-28,00:37:54,github.com,Software Development,2,1126
2026-04-28,00:56:40,github.com,Software Development,2,803
2026-04-28,01:10:04,VS Code,Software Development,2,1209
2026-04-28,01:30:13,slack.com,Communication,0,1135
2026-04-28,01:49:09,VS Code,Software Development,2,360
2026-04-28,01:55:09,VS Code,Software Development,2,402
2026-04-28,02:01:52,VS Code,Software Development,2,953
2026-04-28,02:17:45,github.com,Software Development,2,630
2026-04-28,02:28:16,VS Code,Software Development,2,1303
2026-04-28,02:49:59,github.com,Software Development,2,969
2026-04-28,03:06:09,VS Code,Software Development,2,1359
2026-04-28,03:28:48,terminal,Software Development,2,1310
2026-04-28,03:50:38,VS Code,Software Development,2,1399
2026-04-28,04:13:58,terminal,Software Development,2,334
2026-04-28,04:19:32,VS Code,Software Development,2,335
2026-04-28,04:25:07,terminal,Software Development,2,905
2026-04-28,04:40:13,slack.com,Communication,0,1306
2026-04-28,05:01:59,VS Code,Software Development,2,1459
2026-04-28,05:26:19,VS Code,Software Development,2,1298
2026-04-28,05:47:58,VS Code,Software Development,2,1219
2026-04-28,06:08:17,VS Code,Software Development,2,333
2026-04-28,06:13:50,VS Code,Software Development,2,841
2026-04-28,06:27:52,terminal,Software Development,2,914
2026-04-28,06:43:06,VS Code,Software Development,2,919
2026-04-28,06:58:26,VS Code,Software Development,2,349
2026-04-28,07:04:15,VS Code,Software Development,2,1208
2026-04-28,07:24:24,VS Code,Software Development,2,1275
2026-04-28,07:45:39,github.com,Software Development,2,963
2026-04-28,08:01:43,VS Code,Software Development,2,1245
2026-04-28,08:22:29,VS Code,Software Development,2,756
2026-04-28,08:35:06,VS Code,Software Development,2,353
2026-04-28,08:41:00,VS Code,Software Development,2,776
2026-04-28,08:53:56,terminal,Software Development,2,311
2026-04-28,08:59:07,VS Code,Software Development,2,1055
2026-04-28,09:16:43,github.com,Software Development,2,1474
2026-04-28,09:41:17,VS Code,Software Development,2,332
2026-04-28,09:46:50,VS Code,Software Development,2,938
2026-04-28,10:02:28,VS Code,Software Development,2,1034
2026-04-28,10:19:43,terminal,Software Development,2,446
2026-04-28,10:27:09,VS Code,Software Development,2,849
2026-04-28,10:41:19,VS Code,Software Development,2,989
2026-04-28,10:57:49,terminal,Software Development,2,808
2026-04-28,11:11:18,stackoverflow.com,Reference & Learning,1,554
2026-04-28,11:20:32,VS Code,Software Development,2,883
2026-04-28,11:35:15,terminal,Software Development,2,1154
2026-04-28,11:54:30,terminal,Software Development,2,1269
2026-04-28,12:15:39,terminal,Software Development,2,723
2026-04-28,12:27:42,VS Code,Software Development,2,678
2026-04-28,12:39:00,VS Code,Software Development,2,1096
2026-04-28,12:57:17,VS Code,Software Development,2,1115
2026-04-28,13:15:53,VS Code,Software Development,2,325
2026-04-28,13:21:18,github.com,Software Development,2,812
2026-04-28,13:34:51,github.com,Software Development,2,340
2026-04-28,13:40:31,VS Code,Software Development,2,593
2026-04-28,13:50:25,youtube.com,Entertainment,-2,1184
2026-04-28,14:10:09,VS Code,Software Development,2,758
2026-04-28,14:22:48,terminal,Software Development,2,1199
2026-04-28,14:42:47,terminal,Software Development,2,874
2026-04-28,14:57:22,VS Code,Software Development,2,350
2026-04-28,15:03:13,VS Code,Software Development,2,313
2026-04-28,15:08:26,VS Code,Software Development,2,1132
2026-04-28,15:27:19,VS Code,Software Development,2,879
2026-04-28,15:41:59,slack.com,Communication,0,741
2026-04-28,15:54:20,VS Code,Software Development,2,1220
2026-04-28,16:14:41,youtube.com,Entertainment,-2,1123
2026-04-28,16:33:24,VS Code,Software Development,2,883
2026-04-28,16:48:08,VS Code,Software Development,2,986
2026-04-28,17:04:35,terminal,Software Development,2,1287
